description,name,alarms,connected,dhcpClients,volume,source,channel,firmware,queue,digits,inUse,setTemperature,actualTemperature,setting,alarm_status,lastSeen,uptime,is_on,is_connected,paired_device,wifi_strength,paperJam,inkStock,battery,voiceQuality,bagelMode,isToasting,oodl,patch,qa_passed,is_streaming,media_type,paperStock,motionDetected,bytesReceived,bytesSent,macAddress,packetLossRate,packetsLost
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 232200, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 232200, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 232200, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 232200, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 232200, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 232200, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 232200, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 232200, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 232200, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 232200, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 232200, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 232200, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 232200, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 232200, u'ip_address': u'192.168.1.117'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:29:59 2017,67965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3939768394,2028064776,00:1D:2C:3B:4A:00,0.002,4056129
Windows 10 Professional intel core i7,Family-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:29:59 2017,67965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564113178,564128094,E8:94:F6:08:5A:59,34,19180355196
Windows 10 Professional intel core i5,Dads-Office-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:29:59 2017,67965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564128176,564122226,E8:94:F6:0A:66:34,34,19180155684
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:29:59 2017,67965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1706,1650,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 07:29:59 2017', u'message': u'Paper Jam in tray A', u'id': 1133, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 07:29:59 2017,67965,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,17612,8710,30:05:5c:61:1d:c4,0.002,17
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:29:59 2017,67965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,91053,376672,77:20:A2:6E:9D:A6,0.002,753
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:29:59 2017,67965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,EE:4C:61:44:D7:37,0.002,0
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:29:59 2017,67965,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3429602,3300414,83:1C:61:F8:B1:6F,0.002,6600
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:29:59 2017,67965,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3368673,3381421,EA:DC:80:70:45:1A,0.002,6762
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 07:29:59 2017,67965,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,245345,268395,00-14-22-01-23-45,0.002,536
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,21,NA,NA,Sun Mar  5 07:29:59 2017,67965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8358,17425,D9:ED:8A:D4:16:97,0.002,34
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,4,NA,Sun Mar  5 07:29:59 2017,67965,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,8684,17045,FA:74:C8:61:6C:69,0.002,34
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,0,Sun Mar  5 07:29:59 2017,67965,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17903,8338,F2:56:9B:69:61:4D,0.002,16
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:29:59 2017,67965,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428844015,1376265060,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:29:59 2017,67965,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,Music,NA,NA,1815185659,1906973647,f4:f5:d8:b7:16:8c,0.002,3813947
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 232140, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 232140, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 232140, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 232140, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 232140, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 232140, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 232140, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 232140, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 232140, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 232140, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 232140, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 232140, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 232140, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 232140, u'ip_address': u'192.168.1.117'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:30:59 2017,68025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3941513967,2031547232,00:1D:2C:3B:4A:00,0.002,4063094
Windows 10 Professional intel core i7,Family-Desktop,"[{u'title': u'packet loss above threshold', u'description': u'packet loss above threshold.', u'severity': u'warning'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:30:59 2017,68025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565089232,565104163,E8:94:F6:08:5A:59,36,20343749868
Windows 10 Professional intel core i5,Dads-Office-Desktop,"[{u'title': u'packet loss above threshold', u'description': u'packet loss above threshold.', u'severity': u'warning'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:30:59 2017,68025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565104480,565098621,E8:94:F6:0A:66:34,36,20343550356
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:30:59 2017,68025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1708,1651,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 07:30:59 2017', u'message': u'Paper Jam in tray A', u'id': 1134, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 07:30:59 2017,68025,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,17626,8710,30:05:5c:61:1d:c4,0.002,17
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:30:59 2017,68025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,91062,376719,77:20:A2:6E:9D:A6,0.002,753
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:30:59 2017,68025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,EE:4C:61:44:D7:37,0.002,0
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:30:59 2017,68025,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3435250,3301802,83:1C:61:F8:B1:6F,0.002,6603
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:30:59 2017,68025,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3371127,3382520,EA:DC:80:70:45:1A,0.002,6765
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 07:30:59 2017,68025,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,245374,268427,00-14-22-01-23-45,0.002,536
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,21,NA,NA,Sun Mar  5 07:30:59 2017,68025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8360,17429,D9:ED:8A:D4:16:97,0.002,34
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,4,NA,Sun Mar  5 07:30:59 2017,68025,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,8687,17061,FA:74:C8:61:6C:69,0.002,34
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,0,Sun Mar  5 07:30:59 2017,68025,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17924,8338,F2:56:9B:69:61:4D,0.002,16
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:30:59 2017,68025,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428844015,1376265062,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:30:59 2017,68025,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,Music,NA,NA,1815185659,1906973647,f4:f5:d8:b7:16:8c,0.002,3813947
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 232080, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 232080, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 232080, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 232080, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 232080, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 232080, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 232080, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 232080, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 232080, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 232080, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 232080, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 232080, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 232080, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 232080, u'ip_address': u'192.168.1.117'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:31:59 2017,68085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3943278453,2035061754,00:1D:2C:3B:4A:00,0.002,4070123
Windows 10 Professional intel core i7,Family-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:31:59 2017,68085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566072707,566087236,E8:94:F6:08:5A:59,37,20945227732
Windows 10 Professional intel core i5,Dads-Office-Desktop,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:31:59 2017,68085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566088140,566081962,E8:94:F6:0A:66:34,37,20945032594
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:31:59 2017,68085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709,1653,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 07:31:59 2017', u'message': u'Paper Jam in tray A', u'id': 1135, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 07:31:59 2017,68085,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,17626,8722,30:05:5c:61:1d:c4,0.002,17
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:31:59 2017,68085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,91167,376867,77:20:A2:6E:9D:A6,0.002,753
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:31:59 2017,68085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,EE:4C:61:44:D7:37,0.002,0
,Sara's iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:31:59 2017,68085,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3437513,3302837,83:1C:61:F8:B1:6F,0.002,6605
Google Pixel- Android 7.7.1,Pixel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:31:59 2017,68085,NA,NA,NA,low,NA,NA,"{u'battery_percentage': 70, u'charging': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3376097,3388414,EA:DC:80:70:45:1A,0.002,6776
Voice Over IP Telephone,VOIPPHONE,NA,NA,NA,NA,NA,NA,NA,NA,10,False,NA,NA,NA,NA,Sun Mar  5 07:31:59 2017,68085,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,245429,268447,00-14-22-01-23-45,0.002,536
Nest Smart Thermostat,nest,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,21,21,NA,NA,Sun Mar  5 07:31:59 2017,68085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8372,17460,D9:ED:8A:D4:16:97,0.002,34
Toasty The Smart Toaster!,ToastMaster 9000,NA,NA,NA,NA,NA,NA,0001,NA,NA,NA,NA,NA,4,NA,Sun Mar  5 07:31:59 2017,68085,NA,NA,NA,NA,NA,NA,NA,NA,False,False,"{u'MD': 160, u'MC': 180, u'quotes': 140, u'MJ': False, u'KS': 180, u'debug': [6.1, 6.2, 7.1, 2.0, 2.1, 2.3, 2.4], u'OW': 100, u'PH': 100}",0,False,NA,NA,NA,NA,8692,17072,FA:74:C8:61:6C:69,0.002,34
,SmokeDetector,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,0,Sun Mar  5 07:31:59 2017,68085,True,NA,NA,NA,NA,NA,"{u'battery_percentage': 100, u'charging': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17945,8342,F2:56:9B:69:61:4D,0.002,16
Google Chromecast Ultra,Basement-Chromecast,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:31:59 2017,68085,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,1428844015,1376265062,94:9f:3e:09:cd:f8,0.002,2752530
AppleTV tvOS 10,Apple TV,NA,NA,NA,NA,NA,NA,10045,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:31:59 2017,68085,False,False,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,Music,NA,NA,1815185659,1906973647,f4:f5:d8:b7:16:8c,0.002,3813947
Buffalo Home Gateway + Router,HomeGateway,[],NA,"[{u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:08:5A:59', u'expires': 232020, u'ip_address': u'192.168.1.42'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'E8:94:F6:0A:66:34', u'expires': 232020, u'ip_address': u'192.168.1.10'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'94:9f:3e:09:cf:62', u'expires': 232020, u'ip_address': u'192.168.1.112'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'30:05:5c:61:1d:c4', u'expires': 232020, u'ip_address': u'192.168.1.111'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'77:20:A2:6E:9D:A6', u'expires': 232020, u'ip_address': u'192.168.1.132'}, {u'interface': u'eth0', u'type': u'static', u'mac': u'EE:4C:61:44:D7:37', u'expires': 232020, u'ip_address': u'192.168.1.181'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'83:1C:61:F8:B1:6F', u'expires': 232020, u'ip_address': u'192.168.1.120'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'EA:DC:80:70:45:1A', u'expires': 232020, u'ip_address': u'192.168.1.125'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'00-14-22-01-23-45', u'expires': 232020, u'ip_address': u'192.168.1.185'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'D9:ED:8A:D4:16:97', u'expires': 232020, u'ip_address': u'192.168.1.177'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'FA:74:C8:61:6C:69', u'expires': 232020, u'ip_address': u'192.168.0.56'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'F2:56:9B:69:61:4D', u'expires': 232020, u'ip_address': u'192.168.1.77'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'94:9f:3e:09:cd:f8', u'expires': 232020, u'ip_address': u'192.168.1.118'}, {u'interface': u'wlan0', u'type': u'static', u'mac': u'f4:f5:d8:b7:16:8c', u'expires': 232020, u'ip_address': u'192.168.1.117'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:32:59 2017,68145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945055563,2038601592,00:1D:2C:3B:4A:00,0.002,4077203
Windows 10 Professional intel core i7,Family-Desktop,"[{u'title': u'packet loss above threshold', u'description': u'packet loss above threshold.', u'severity': u'warning'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:32:59 2017,68145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567062773,567077105,E8:94:F6:08:5A:59,38,21548929990
Windows 10 Professional intel core i5,Dads-Office-Desktop,"[{u'title': u'packet loss above threshold', u'description': u'packet loss above threshold.', u'severity': u'warning'}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:32:59 2017,68145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567077491,567071522,E8:94:F6:0A:66:34,38,21548717836
"Samsung 50"" LCD TV",Livingroom-TV,NA,NA,NA,,HDMI,,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:32:59 2017,68145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1710,1656,94:9f:3e:09:cf:62,0.002,3
HP Photojet Printer,HP-Photojet-Printer,"[{u'timestamp': u'Sun Mar  5 07:32:59 2017', u'message': u'Paper Jam in tray A', u'id': 1136, u'severity': u'critical'}]",True,NA,NA,NA,NA,10045,"[{u'source': u'192.168.1.42', u'document': u'report%20on%20ethics.doc', u'id': 304}, {u'source': u'192.168.1.10', u'document': u'bbm_7273462388.png', u'id': 305}]",NA,NA,NA,NA,NA,NA,Sun Mar  5 07:32:59 2017,68145,NA,NA,NA,NA,True,"{u'cyan': True, u'magenta': False, u'black': True, u'yellow': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,17634,8726,30:05:5c:61:1d:c4,0.002,17
,Heimdallr Surveilence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:32:59 2017,68145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,91281,377158,77:20:A2:6E:9D:A6,0.002,754
XBOXONE,XBOX,NA,NA,NA,NA,NA,NA,3.67.1r34,NA,NA,NA,NA,NA,NA,NA,Sun Mar  5 07:32:59 2017,68145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,EE:4C:61:44:D7:37,0.002,0
